"sector_id","sector_nombre","variable_id","actividad_producto_nombre","indicador","unidad_de_medida","fuente","frecuencia_nombre","cobertura_nombre","alcance_tipo","alcance_id","alcance_nombre","indice_tiempo","valor"
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1994-04-01,291.9
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1994-05-01,276.5
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1994-06-01,268.4
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1994-07-01,283.5
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1994-08-01,312
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1994-09-01,294.3
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1994-10-01,327.1
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1994-11-01,286.1
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1994-12-01,272.3
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-01-01,262.1
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-02-01,230.8
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-03-01,306.7
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-04-01,293.9
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-05-01,305
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-06-01,300.4
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-07-01,322.4
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-08-01,317
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-09-01,302.8
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-10-01,333.7
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-11-01,330.6
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1995-12-01,263.1
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-01-01,271.2
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-02-01,305.7
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-03-01,361.5
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-04-01,336.1
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-05-01,345.6
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-06-01,350.1
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-07-01,352.7
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-08-01,353
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-09-01,339.1
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-10-01,373.3
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-11-01,364.2
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-12-01,322.6
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-01-01,272.326
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-02-01,280.148
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-03-01,355.406
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-04-01,366.247
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-05-01,353.631
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-06-01,357.742
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-07-01,380.354
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-08-01,358.874
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-09-01,359.424
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-10-01,384.247
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-11-01,364.88
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-12-01,336.587
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-01-01,328.44
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-02-01,331
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-03-01,332.29
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-04-01,370.306
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-05-01,388.088
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-06-01,373.034
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-07-01,357.168
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-08-01,387.41
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-09-01,351.717
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-10-01,362.126
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-11-01,343.087
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-12-01,290.724
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-01-01,253.664
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-02-01,239.915
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-03-01,279.266
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-04-01,298.123
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-05-01,316.132
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-06-01,310.635
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-07-01,346.93
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-08-01,350.232
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-09-01,347.849
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-10-01,361.894
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-11-01,361.442
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-12-01,338.623
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-01-01,302.155
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-02-01,324.711
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-03-01,388.015
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-04-01,379.714
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-05-01,352.836
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-06-01,338.285
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-07-01,371.877
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-08-01,397.81
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-09-01,408.132
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-10-01,413.756
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-11-01,407.683
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2000-12-01,394.23
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-01-01,327.847
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-02-01,317.631
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-03-01,386.923
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-04-01,387.175
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-05-01,396.452
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-06-01,375.242
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-07-01,360.09
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-08-01,275.923
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-09-01,349.783
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-10-01,336.116
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-11-01,312.468
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2001-12-01,282.351
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-01-01,255.253
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-02-01,305.924
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-03-01,341.137
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-04-01,391.662
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-05-01,389.87
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-06-01,357.69
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-07-01,378.536
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-08-01,393.21
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-09-01,388.444
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-10-01,411.031
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-11-01,372.2
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2002-12-01,375.6
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-01-01,362.708
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-02-01,383.965
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-03-01,447.984
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-04-01,428.606
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-05-01,442.093
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-06-01,420.441
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-07-01,423.75
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-08-01,438.106
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-09-01,410.787
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-10-01,448.122
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-11-01,417.44
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2003-12-01,409.167
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-01-01,384.7
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-02-01,410.3
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-03-01,419.8
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-04-01,409
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-05-01,426
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-06-01,410.2
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-07-01,434.2
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-08-01,428.9
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-09-01,417.3
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-10-01,476.9
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-11-01,465.7
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2004-12-01,450.324
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",449,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",2005-01-01,410.1
