fecha_acta,acta_numero,acta_periodo,superficie,etapa,long,lat,calle_nombre,calle_altura,barrio,comuna,codigo_postal,codigo_postal_argentino
2019-05-13,194746,2019,0.0,Hormigon,-58.470513,-34.558125,QUESADA 3145,3145,Coghlan,Comuna 12,1429.0,C1429COY
2019-02-06,178386,2018,0.0,Demolición,-58.469655,-34.557787,QUESADA 3062,3062,Nuñez,Comuna 13,1429.0,C1429COX
2019-04-01,51259,2018,0.0,Demolición,-58.469655,-34.557787,QUESADA 3062,3062,Nuñez,Comuna 13,1429.0,C1429COX
2019-01-07,171851,2018,0.0,Albañilería,-58.469338,-34.557495,QUESADA 3009,3009,Nuñez,Comuna 13,1429.0,C1429COW
2019-04-01,51290,2018,0.0,Albañilería,-58.469338,-34.557495,QUESADA 3009,3009,Nuñez,Comuna 13,1429.0,C1429COW
2019-05-27,202307,2019,0.0,Hormigon,-58.464769,-34.555186,QUESADA 2508,2508,Nuñez,Comuna 13,1429.0,C1429CON
2019-01-03,174339,2018,0.0,Hormigon,-58.464769,-34.555186,QUESADA 2508,2508,Nuñez,Comuna 13,1429.0,C1429CON
2019-03-15,189009,2019,0.0,Hormigon,-58.464769,-34.555186,QUESADA 2508,2508,Nuñez,Comuna 13,1429.0,C1429CON
2019-04-23,51264,2018,0.0,Hormigon,-58.464769,-34.555186,QUESADA 2508,2508,Nuñez,Comuna 13,1429.0,C1429CON
2019-02-25,173694,2018,0.0,Demolición,-58.457495,-34.551373,QUESADA 1822,1822,Nuñez,Comuna 13,1429.0,C1429CNH
2019-04-10,199112,2019,0.0,Demolición,-58.457495,-34.551373,QUESADA 1822,1822,Nuñez,Comuna 13,1429.0,C1429CNH
2019-04-10,189233,2019,0.0,Demolición,-58.457495,-34.551373,QUESADA 1822,1822,Nuñez,Comuna 13,1429.0,C1429CNH
2019-04-26,51270,2018,0.0,Otros,-58.454824,-34.549981,QUESADA 1560,1560,Nuñez,Comuna 13,1429.0,C1429CNB
2019-01-10,48031,2018,0.0,Inicio de Obra,-58.454596,-34.549862,QUESADA 1538,1538,Nuñez,Comuna 13,1429.0,C1429CNB
2019-02-27,180157,2018,0.0,Inicio de Obra,-58.454596,-34.549862,QUESADA 1538,1538,Nuñez,Comuna 13,1429.0,C1429CNB
2019-04-04,189734,2019,0.0,Inicio de Obra,-58.454596,-34.549862,QUESADA 1538,1538,Nuñez,Comuna 13,1429.0,C1429CNB
2019-01-25,177822,2018,0.0,Estructura en elevación,-58.429269,-34.611748,QUERANDIES 4430,4430,Almagro,Comuna 5,1183.0,C1183AGF
2019-02-11,182896,2019,0.0,Estructura en elevación,-58.429269,-34.611748,QUERANDIES 4430,4430,Almagro,Comuna 5,1183.0,C1183AGF
2019-02-27,186251,2019,0.0,Estructura en elevación,-58.429269,-34.611748,QUERANDIES 4430,4430,Almagro,Comuna 5,1183.0,C1183AGF
2019-04-29,53384,2018,0.0,Estructura en elevación,-58.429269,-34.611748,QUERANDIES 4430,4430,Almagro,Comuna 5,1183.0,C1183AGF
2019-02-27,189970,2019,0.0,Estructura en elevación,-58.429269,-34.611748,QUERANDIES 4430,4430,Almagro,Comuna 5,1183.0,C1183AGF
2019-02-06,180134,2018,0.0,Mampostería gruesa,-58.429072,-34.611707,QUERANDIES 4418,4418,Almagro,Comuna 5,1183.0,C1183AGF
2019-03-08,185291,2019,0.0,Mampostería gruesa,-58.429072,-34.611707,QUERANDIES 4418,4418,Almagro,Comuna 5,1183.0,C1183AGF
2019-04-29,53383,2018,0.0,Mampostería gruesa,-58.429072,-34.611707,QUERANDIES 4418,4418,Almagro,Comuna 5,1183.0,C1183AGF
2019-02-12,180142,2018,0.0,Otros,-58.42824,-34.611531,QUERANDIES 4364,4364,Almagro,Comuna 5,1183.0,C1183AGD
2019-03-20,186645,2019,0.0,Otros,-58.42824,-34.611531,QUERANDIES 4364,4364,Almagro,Comuna 5,1183.0,C1183AGD
2019-01-11,176818,2018,0.0,Otros,-58.428155,-34.611513,QUERANDIES 4360,4360,Almagro,Comuna 5,1183.0,C1183AGD
2019-02-22,180350,2018,0.0,Otros,-58.428155,-34.611513,QUERANDIES 4360,4360,Almagro,Comuna 5,1183.0,C1183AGD
2019-03-28,188983,2019,0.0,Otros,-58.428155,-34.611513,QUERANDIES 4360,4360,Almagro,Comuna 5,1183.0,C1183AGD
2019-05-16,196083,2019,0.0,Otros,-58.428155,-34.611513,QUERANDIES 4360,4360,Almagro,Comuna 5,1183.0,C1183AGD
2019-03-11,188483,2019,0.0,Inicio de Obra,-58.428108,-34.611401,QUERANDIES 4349,4349,Almagro,Comuna 5,1183.0,C1183AGC
2019-04-26,53380,2018,0.0,Inicio de Obra,-58.428108,-34.611401,QUERANDIES 4349,4349,Almagro,Comuna 5,1183.0,C1183AGC
2019-02-06,180136,2018,0.0,Estructura en elevación,-58.42746,-34.611366,QUERANDIES 4306,4306,Almagro,Comuna 5,1183.0,C1183AGD
2019-05-13,175110,2018,0.0,Albañilería,-58.450923,-34.635803,PUMACAHUA 868,868,Parque Chacabuco,Comuna 7,1406.0,C1406DCR
2019-05-16,174271,2018,0.0,Terminaciones,-58.451135,-34.635369,PUMACAHUA 816,816,Parque Chacabuco,Comuna 7,1406.0,C1406DCR
2019-01-23,171292,2018,0.0,Albañilería,-58.453978,-34.629469,PUMACAHUA 241,241,Flores,Comuna 7,1406.0,C1406DCE
2019-02-12,182199,2019,0.0,Albañilería,-58.453978,-34.629469,PUMACAHUA 241,241,Flores,Comuna 7,1406.0,C1406DCE
2019-03-21,186581,2019,0.0,Albañilería,-58.453978,-34.629469,PUMACAHUA 241,241,Flores,Comuna 7,1406.0,C1406DCE
2019-04-29,194506,2019,0.0,Albañilería,-58.453978,-34.629469,PUMACAHUA 241,241,Flores,Comuna 7,1406.0,C1406DCE
2019-05-21,202536,2019,0.0,Albañilería,-58.453978,-34.629469,PUMACAHUA 241,241,Flores,Comuna 7,1406.0,C1406DCE
2019-02-12,171784,2018,0.0,Demolición,-58.45395600000001,-34.629265999999994,PUMACAHUA 220,220,Flores,Comuna 7,1406.0,C1406DCF
2019-03-21,186592,2019,0.0,Demolición,-58.45395600000001,-34.629265999999994,PUMACAHUA 220,220,Flores,Comuna 7,1406.0,C1406DCF
2019-02-12,186593,2019,0.0,Demolición,-58.45395600000001,-34.629265999999994,PUMACAHUA 220,220,Flores,Comuna 7,1406.0,C1406DCF
2019-05-13,194495,2019,0.0,Demolición,-58.45395600000001,-34.629265999999994,PUMACAHUA 220,220,Flores,Comuna 7,1406.0,C1406DCF
2019-01-08,174648,2018,0.0,Estructura en elevación,-58.45000699999999,-34.611816999999995,PUJOL 938,938,Caballito,Comuna 6,1405.0,C1405ALJ
2019-02-21,179635,2018,0.0,Estructura en elevación,-58.45000699999999,-34.611816999999995,PUJOL 938,938,Caballito,Comuna 6,1405.0,C1405ALJ
2019-03-29,188788,2019,0.0,Estructura en elevación,-58.45000699999999,-34.611816999999995,PUJOL 938,938,Caballito,Comuna 6,1405.0,C1405ALJ
2019-01-09,172909,2018,0.0,Terminaciones,-58.4529,-34.607409000000004,PUJOL 1341,1341,Caballito,Comuna 6,1416.0,C1416CIE
2019-03-25,179849,2018,0.0,Terminaciones,-58.4529,-34.607409000000004,PUJOL 1341,1341,Caballito,Comuna 6,1416.0,C1416CIE
2019-05-06,195339,2019,0.0,Terminaciones,-58.4529,-34.607409000000004,PUJOL 1341,1341,Caballito,Comuna 6,1416.0,C1416CIE
2019-01-08,176360,2018,0.0,Estructura en elevación,-58.451703,-34.608897,PUJOL 1185,1185,Caballito,Comuna 6,1416.0,C1416CIA
2019-03-25,179599,2018,0.0,Estructura en elevación,-58.451703,-34.608897,PUJOL 1185,1185,Caballito,Comuna 6,1416.0,C1416CIA
2019-05-06,195342,2019,0.0,Estructura en elevación,-58.451703,-34.608897,PUJOL 1185,1185,Caballito,Comuna 6,1416.0,C1416CIA
2019-06-03,207569,2019,0.0,Demolición,-58.44406899999999,-34.609123,"PUEYRREDON, HONORIO, DR. AV. 985",985,Caballito,Comuna 6,1405.0,C1405BAG
2019-06-04,210858,2019,0.0,Demolición,-58.44406899999999,-34.609123,"PUEYRREDON, HONORIO, DR. AV. 985",985,Caballito,Comuna 6,1405.0,C1405BAG
2019-01-16,172782,2018,0.0,Estructura en elevación,-58.443372,-34.61016,"PUEYRREDON, HONORIO, DR. AV. 885",885,Caballito,Comuna 6,1405.0,C1405BAF
2019-01-31,180896,2019,0.0,Estructura en elevación,-58.443372,-34.61016,"PUEYRREDON, HONORIO, DR. AV. 885",885,Caballito,Comuna 6,1405.0,C1405BAF
2019-02-28,183837,2019,0.0,Estructura en elevación,-58.443372,-34.61016,"PUEYRREDON, HONORIO, DR. AV. 885",885,Caballito,Comuna 6,1405.0,C1405BAF
2019-03-21,190170,2019,0.0,Estructura en elevación,-58.443372,-34.61016,"PUEYRREDON, HONORIO, DR. AV. 885",885,Caballito,Comuna 6,1405.0,C1405BAF
2019-02-28,190171,2019,0.0,Estructura en elevación,-58.443372,-34.61016,"PUEYRREDON, HONORIO, DR. AV. 885",885,Caballito,Comuna 6,1405.0,C1405BAF
2019-04-05,155701,2018,0.0,Hormigon,-58.442265,-34.611611,"PUEYRREDON, HONORIO, DR. AV. 713",713,Caballito,Comuna 6,1405.0,C1405BAE
2019-05-21,198233,2019,0.0,Hormigon,-58.442265,-34.611611,"PUEYRREDON, HONORIO, DR. AV. 713",713,Caballito,Comuna 6,1405.0,C1405BAE
2019-01-09,176790,2018,0.0,Terminaciones,-58.441335,-34.613506,"PUEYRREDON, HONORIO, DR. AV. 550",550,Caballito,Comuna 6,1405.0,C1405BAP
2019-05-03,201201,2019,0.0,Terminaciones,-58.441335,-34.613506,"PUEYRREDON, HONORIO, DR. AV. 550",550,Caballito,Comuna 6,1405.0,C1405BAP
2019-05-17,202530,2019,0.0,Terminaciones,-58.441335,-34.613506,"PUEYRREDON, HONORIO, DR. AV. 550",550,Caballito,Comuna 6,1405.0,C1405BAP
2019-01-14,173774,2018,0.0,Otros,-58.440912,-34.614471,"PUEYRREDON, HONORIO, DR. AV. 434",434,Caballito,Comuna 6,1405.0,C1405BAO
2019-02-28,183082,2019,0.0,Otros,-58.440912,-34.614471,"PUEYRREDON, HONORIO, DR. AV. 434",434,Caballito,Comuna 6,1405.0,C1405BAO
2019-04-03,190283,2019,0.0,Otros,-58.440912,-34.614471,"PUEYRREDON, HONORIO, DR. AV. 434",434,Caballito,Comuna 6,1405.0,C1405BAO
2019-06-04,197578,2019,0.0,Otros,-58.440912,-34.614471,"PUEYRREDON, HONORIO, DR. AV. 434",434,Caballito,Comuna 6,1405.0,C1405BAO
2019-06-04,210977,2019,0.0,Otros,-58.440912,-34.614471,"PUEYRREDON, HONORIO, DR. AV. 434",434,Caballito,Comuna 6,1405.0,C1405BAO
2019-06-03,208936,2019,0.0,Demolición,-58.440924,-34.614589,"PUEYRREDON, HONORIO, DR. AV. 424",424,Caballito,Comuna 6,1405.0,C1405BAO
2019-05-16,203667,2019,0.0,Demolición,-58.452084,-34.600256,"PUEYRREDON, HONORIO, DR. AV. 1900",1900,Villa Crespo,Comuna 15,1414.0,C1414CEU
2019-02-22,177642,2018,0.0,Estructura en elevación,-58.446812,-34.606066,"PUEYRREDON, HONORIO, DR. AV. 1210",1210,Villa Crespo,Comuna 15,1414.0,C1414CEO
2019-04-11,188854,2019,0.0,Estructura en elevación,-58.446812,-34.606066,"PUEYRREDON, HONORIO, DR. AV. 1210",1210,Villa Crespo,Comuna 15,1414.0,C1414CEO
2019-04-11,190243,2019,0.0,Inicio de Obra,-58.446478000000006,-34.606505,"PUEYRREDON, HONORIO, DR. AV. 1182",1182,Villa Crespo,Comuna 15,1414.0,C1414CEN
2019-02-28,185496,2019,0.0,Inicio de Obra,-58.446478000000006,-34.606505,"PUEYRREDON, HONORIO, DR. AV. 1182",1182,Villa Crespo,Comuna 15,1414.0,C1414CEN
2019-02-28,190227,2019,0.0,Inicio de Obra,-58.446478000000006,-34.606505,"PUEYRREDON, HONORIO, DR. AV. 1182",1182,Villa Crespo,Comuna 15,1414.0,C1414CEN
2019-05-30,205588,2019,0.0,Excavación,-58.405403,-34.602564,PUEYRREDON AV. 638,638,Balvanera,Comuna 3,1032.0,C1032ABT
2019-04-16,200279,2019,0.0,Hormigon,-58.401946,-34.591756,PUEYRREDON AV. 1612,1612,Recoleta,Comuna 2,1118.0,C1118AAT
2019-01-14,48639,2019,3390.41,Submuración y bases,-58.402898,-34.596312,PUEYRREDON AV. 1233,1233,Recoleta,Comuna 2,1118.0,C1118AAC
2019-02-26,180677,2019,0.0,Submuración y bases,-58.402898,-34.596312,PUEYRREDON AV. 1233,1233,Recoleta,Comuna 2,1118.0,C1118AAC
2019-05-22,189494,2019,0.0,Submuración y bases,-58.402898,-34.596312,PUEYRREDON AV. 1233,1233,Recoleta,Comuna 2,1118.0,C1118AAC
2019-02-26,51510,2018,3390.41,Submuración y bases,-58.402898,-34.596312,PUEYRREDON AV. 1233,1233,Recoleta,Comuna 2,1118.0,C1118AAC
2019-05-22,54024,2018,3390.41,Submuración y bases,-58.402898,-34.596312,PUEYRREDON AV. 1233,1233,Recoleta,Comuna 2,1118.0,C1118AAC
2019-02-11,172719,2018,0.0,Estructura en elevación,-58.402898,-34.596312,PUEYRREDON AV. 1223,1223,Recoleta,Comuna 2,1118.0,C1118AAC
2019-03-22,186293,2019,0.0,Estructura en elevación,-58.402898,-34.596312,PUEYRREDON AV. 1223,1223,Recoleta,Comuna 2,1118.0,C1118AAC
2019-04-10,178234,2018,0.0,Otros,-58.445323,-34.631382,PUAN 744,744,Parque Chacabuco,Comuna 7,1406.0,C1406CQP
2019-04-08,167608,2018,0.0,Albañilería,-58.44729399999999,-34.626689,PUAN 344,344,Caballito,Comuna 6,1406.0,C1406CQH
2019-04-08,165184,2018,0.0,Estructura en elevación,-58.447843000000006,-34.62565,PUAN 201,201,Caballito,Comuna 6,1406.0,C1406CQE
2019-04-09,178992,2018,0.0,Otros,-58.44146800000001,-34.640887,PUAN 1763,1763,Parque Chacabuco,Comuna 7,1406.0,C1406CSI
2019-01-03,172991,2018,0.0,Submuración y bases,-58.44816899999999,-34.624853,PUAN 123,123,Caballito,Comuna 6,1406.0,C1406CQC
2019-02-19,180122,2018,0.0,Submuración y bases,-58.44816899999999,-34.624853,PUAN 123,123,Caballito,Comuna 6,1406.0,C1406CQC
2019-01-18,176240,2018,0.0,Albañilería,-58.427385,-34.604851000000004,PRINGLES 635,635,Almagro,Comuna 5,1183.0,C1183AEK
2019-01-31,181418,2019,0.0,Albañilería,-58.427385,-34.604851000000004,PRINGLES 635,635,Almagro,Comuna 5,1183.0,C1183AEK
2019-02-19,183885,2019,0.0,Albañilería,-58.427385,-34.604851000000004,PRINGLES 635,635,Almagro,Comuna 5,1183.0,C1183AEK
2019-04-01,187926,2019,0.0,Albañilería,-58.427385,-34.604851000000004,PRINGLES 635,635,Almagro,Comuna 5,1183.0,C1183AEK
2019-05-22,197164,2019,0.0,Albañilería,-58.427385,-34.604851000000004,PRINGLES 635,635,Almagro,Comuna 5,1183.0,C1183AEK
2019-04-17,196819,2019,0.0,Otros,-58.427643,-34.609052,PRINGLES 281,281,Almagro,Comuna 5,1183.0,C1183AEC
2019-05-23,200821,2019,0.0,Otros,-58.427643,-34.609052,PRINGLES 281,281,Almagro,Comuna 5,1183.0,C1183AEC
2019-02-06,180135,2018,0.0,Terminaciones,-58.427516,-34.610822,PRINGLES 180,180,Almagro,Comuna 5,1183.0,C1183AEB
2019-03-11,185211,2019,0.0,Terminaciones,-58.427516,-34.610822,PRINGLES 180,180,Almagro,Comuna 5,1183.0,C1183AEB
2019-02-06,51439,2018,0.0,Terminaciones,-58.427516,-34.610822,PRINGLES 180,180,Almagro,Comuna 5,1183.0,C1183AEB
2019-04-22,51559,2018,0.0,Terminaciones,-58.427516,-34.610822,PRINGLES 180,180,Almagro,Comuna 5,1183.0,C1183AEB
2019-01-11,47935,2018,1663.3,Albañilería,-58.426314,-34.597399,PRINGLES 1241,1241,Villa Crespo,Comuna 15,1183.0,C1183AEW
2019-02-07,180659,2019,0.0,Albañilería,-58.426314,-34.597399,PRINGLES 1241,1241,Villa Crespo,Comuna 15,1183.0,C1183AEW
2019-02-18,185385,2019,0.0,Albañilería,-58.426314,-34.597399,PRINGLES 1241,1241,Villa Crespo,Comuna 15,1183.0,C1183AEW
2019-02-18,187814,2019,0.0,Albañilería,-58.426314,-34.597399,PRINGLES 1241,1241,Villa Crespo,Comuna 15,1183.0,C1183AEW
2019-05-03,201483,2019,0.0,Albañilería,-58.426314,-34.597399,PRINGLES 1241,1241,Villa Crespo,Comuna 15,1183.0,C1183AEW
2019-01-23,180459,2018,0.0,Estructura en elevación,-58.426619,-34.598702,PRINGLES 1140,1140,Almagro,Comuna 5,1183.0,C1183AEV
2019-02-27,182200,2019,0.0,Estructura en elevación,-58.426619,-34.598702,PRINGLES 1140,1140,Almagro,Comuna 5,1183.0,C1183AEV
2019-04-11,189737,2019,0.0,Estructura en elevación,-58.426619,-34.598702,PRINGLES 1140,1140,Almagro,Comuna 5,1183.0,C1183AEV
2019-05-02,199879,2019,0.0,Estructura en elevación,-58.426619,-34.598702,PRINGLES 1140,1140,Almagro,Comuna 5,1183.0,C1183AEV
2019-01-28,49729,2018,0.0,Excavación,-58.426521,-34.598856,PRINGLES 1101,1101,Almagro,Comuna 5,1183.0,C1183AEU
2019-02-12,183078,2019,0.0,Excavación,-58.426521,-34.598856,PRINGLES 1101,1101,Almagro,Comuna 5,1183.0,C1183AEU
2019-03-22,186633,2019,0.0,Excavación,-58.426521,-34.598856,PRINGLES 1101,1101,Almagro,Comuna 5,1183.0,C1183AEU
2019-04-29,54045,2019,0.0,Excavación,-58.426521,-34.598856,PRINGLES 1101,1101,Almagro,Comuna 5,1183.0,C1183AEU
2019-02-04,161595,2018,0.0,Albañilería,-58.466286,-34.644690999999995,PRIMERA JUNTA 3549,3549,Parque Avellaneda,Comuna 9,1406.0,C1406HLU
2019-03-20,184607,2019,0.0,Albañilería,-58.466286,-34.644690999999995,PRIMERA JUNTA 3549,3549,Parque Avellaneda,Comuna 9,1406.0,C1406HLU
2019-02-04,167790,2018,0.0,Otros,-58.466063,-34.644551,PRIMERA JUNTA 3529,3529,Parque Avellaneda,Comuna 9,1406.0,C1406HLU
2019-03-20,184624,2019,0.0,Otros,-58.466063,-34.644551,PRIMERA JUNTA 3529,3529,Parque Avellaneda,Comuna 9,1406.0,C1406HLU
2019-05-16,194060,2019,0.0,Otros,-58.466063,-34.644551,PRIMERA JUNTA 3529,3529,Parque Avellaneda,Comuna 9,1406.0,C1406HLU
2019-04-15,194303,2019,0.0,Terminaciones,-58.465986,-34.644502,PRIMERA JUNTA 3523,3523,Parque Avellaneda,Comuna 9,1406.0,C1406HLU
2019-01-22,177384,2018,0.0,Estructura en elevación,-58.429579,-34.607178000000005,POTOSI 4428,4428,Almagro,Comuna 5,1199.0,C1199ACP
2019-02-13,182026,2019,0.0,Estructura en elevación,-58.429579,-34.607178000000005,POTOSI 4428,4428,Almagro,Comuna 5,1199.0,C1199ACP
2019-03-20,186879,2019,0.0,Estructura en elevación,-58.429579,-34.607178000000005,POTOSI 4428,4428,Almagro,Comuna 5,1199.0,C1199ACP
2019-06-03,194193,2019,0.0,Estructura en elevación,-58.429579,-34.607178000000005,POTOSI 4428,4428,Almagro,Comuna 5,1199.0,C1199ACP
2019-06-03,210547,2019,0.0,Estructura en elevación,-58.429579,-34.607178000000005,POTOSI 4428,4428,Almagro,Comuna 5,1199.0,C1199ACP
2019-01-14,175918,2018,0.0,Otros,-58.428078,-34.607193,POTOSI 4321,4321,Almagro,Comuna 5,1199.0,C1199ACM
2019-02-25,180639,2019,0.0,Otros,-58.428078,-34.607193,POTOSI 4321,4321,Almagro,Comuna 5,1199.0,C1199ACM
2019-04-01,189702,2019,0.0,Otros,-58.428078,-34.607193,POTOSI 4321,4321,Almagro,Comuna 5,1199.0,C1199ACM
2019-05-20,197099,2019,0.0,Otros,-58.428078,-34.607193,POTOSI 4321,4321,Almagro,Comuna 5,1199.0,C1199ACM
2019-04-01,197100,2019,0.0,Otros,-58.428078,-34.607193,POTOSI 4321,4321,Almagro,Comuna 5,1199.0,C1199ACM
2019-04-01,197114,2019,0.0,Otros,-58.428078,-34.607193,POTOSI 4321,4321,Almagro,Comuna 5,1199.0,C1199ACM
2019-01-14,171280,2018,0.0,Otros,-58.424851,-34.607322,POTOSI 4102,4102,Almagro,Comuna 5,1199.0,C1199ACJ
2019-03-29,180648,2019,0.0,Otros,-58.424851,-34.607322,POTOSI 4102,4102,Almagro,Comuna 5,1199.0,C1199ACJ
2019-01-04,156977,2018,0.0,Demolición,-58.489984,-34.547486,POSTA 4789,4789,Saavedra,Comuna 12,1430.0,C1430EKG
2019-02-19,179118,2018,0.0,Demolición,-58.489984,-34.547486,POSTA 4789,4789,Saavedra,Comuna 12,1430.0,C1430EKG
2019-05-09,188014,2019,0.0,Demolición,-58.489984,-34.547486,POSTA 4789,4789,Saavedra,Comuna 12,1430.0,C1430EKG
2019-02-05,167795,2018,0.0,Otros,-58.470622,-34.638323,PORTELA 567,567,Parque Avellaneda,Comuna 9,1406.0,C1406FDK
2019-03-20,184967,2019,0.0,Otros,-58.470622,-34.638323,PORTELA 567,567,Parque Avellaneda,Comuna 9,1406.0,C1406FDK
2019-05-14,194241,2019,0.0,Otros,-58.470622,-34.638323,PORTELA 567,567,Parque Avellaneda,Comuna 9,1406.0,C1406FDK
2019-03-26,192258,2019,0.0,Otros,-58.473248,-34.632423,PORTELA 45,45,Floresta,Comuna 10,1406.0,C1406FDA
2019-05-27,195428,2019,0.0,Otros,-58.473248,-34.632423,PORTELA 45,45,Floresta,Comuna 10,1406.0,C1406FDA
2019-02-04,175663,2018,0.0,Estructura en elevación,-58.466636,-34.643531,PORTELA 1005,1005,Parque Avellaneda,Comuna 9,1406.0,C1406FDU
2019-02-21,184631,2019,0.0,Estructura en elevación,-58.466636,-34.643531,PORTELA 1005,1005,Parque Avellaneda,Comuna 9,1406.0,C1406FDU
2019-04-15,188581,2019,0.0,Estructura en elevación,-58.466636,-34.643531,PORTELA 1005,1005,Parque Avellaneda,Comuna 9,1406.0,C1406FDU
2019-04-15,200273,2019,0.0,Estructura en elevación,-58.466636,-34.643531,PORTELA 1005,1005,Parque Avellaneda,Comuna 9,1406.0,C1406FDU
2019-03-27,188427,2019,0.0,Submuración y bases,-58.522794,-34.631776,"PORCEL DE PERALTA, MANUEL 567",567,Versalles,Comuna 10,1408.0,C1408CBE
2019-05-21,195697,2019,0.0,Submuración y bases,-58.522794,-34.631776,"PORCEL DE PERALTA, MANUEL 567",567,Versalles,Comuna 10,1408.0,C1408CBE
2019-04-17,197895,2019,0.0,Albañilería,-58.525094,-34.625499,"PORCEL DE PERALTA, MANUEL 1034",1034,Versalles,Comuna 10,1408.0,C1408CBP
2019-02-08,174407,2018,0.0,Albañilería,-58.505077,-34.646165,POLA 780,780,Liniers,Comuna 9,1440.0,C1440DAB
2019-03-22,185664,2019,0.0,Albañilería,-58.505077,-34.646165,POLA 780,780,Liniers,Comuna 9,1440.0,C1440DAB
2019-02-26,187194,2019,0.0,Otros,-58.505699,-34.645672,POLA 720,720,Liniers,Comuna 9,1440.0,C1440DAB
2019-04-05,189404,2019,0.0,Otros,-58.505699,-34.645672,POLA 720,720,Liniers,Comuna 9,1440.0,C1440DAB
2019-05-21,198087,2019,0.0,Otros,-58.505699,-34.645672,POLA 720,720,Liniers,Comuna 9,1440.0,C1440DAB
2019-04-26,197146,2019,0.0,Albañilería,-58.507663,-34.644267,POLA 569,569,Liniers,Comuna 9,1408.0,C1408HJK
2019-06-05,202321,2019,0.0,Albañilería,-58.507663,-34.644267,POLA 569,569,Liniers,Comuna 9,1408.0,C1408HJK
2019-01-31,178605,2018,0.0,Albañilería,-58.50891800000001,-34.643316,POLA 453,453,Liniers,Comuna 9,1408.0,C1408HJI
2019-03-13,52031,2018,0.0,Albañilería,-58.50891800000001,-34.643316,POLA 453,453,Liniers,Comuna 9,1408.0,C1408HJI
2019-04-30,192646,2019,0.0,Albañilería,-58.50891800000001,-34.643316,POLA 453,453,Liniers,Comuna 9,1408.0,C1408HJI
2019-01-07,47835,2019,0.0,Estructura en elevación,-58.488967,-34.658753000000004,POLA 2238,2238,Mataderos,Comuna 9,1440.0,C1440DBF
2019-02-25,50913,2018,0.0,Estructura en elevación,-58.488967,-34.658753000000004,POLA 2238,2238,Mataderos,Comuna 9,1440.0,C1440DBF
2019-04-16,189262,2019,0.0,Estructura en elevación,-58.488967,-34.658753000000004,POLA 2238,2238,Mataderos,Comuna 9,1440.0,C1440DBF
2019-06-04,200595,2019,0.0,Estructura en elevación,-58.488967,-34.658753000000004,POLA 2238,2238,Mataderos,Comuna 9,1440.0,C1440DBF
2019-04-29,51602,2018,0.0,Albañilería,-58.51195300000001,-34.640896000000005,POLA 200,200,Liniers,Comuna 9,1408.0,C1408HJD
2019-05-02,201545,2019,0.0,Otros,-58.49443100000001,-34.654485,POLA 1744,1744,Mataderos,Comuna 9,1440.0,C1440DAV
2019-01-24,173122,2018,0.0,Otros,-58.501398,-34.649092,POLA 1130,1130,Mataderos,Comuna 9,1440.0,C1440DAJ
2019-03-20,182393,2019,0.0,Otros,-58.501398,-34.649092,POLA 1130,1130,Mataderos,Comuna 9,1440.0,C1440DAJ
2019-01-31,177956,2018,0.0,Terminaciones,-58.448151,-34.547154,"PLAZA, VICTORINO DE LA, DR. 905",905,Belgrano,Comuna 13,1428.0,C1428CBA
2019-03-15,183725,2019,0.0,Terminaciones,-58.448151,-34.547154,"PLAZA, VICTORINO DE LA, DR. 905",905,Belgrano,Comuna 13,1428.0,C1428CBA
2019-01-08,173988,2018,0.0,Albañilería,-58.451734,-34.550506,"PLAZA, VICTORINO DE LA, DR. 1528",1528,Belgrano,Comuna 13,1428.0,C1428CBN
2019-02-25,179482,2018,0.0,Albañilería,-58.451734,-34.550506,"PLAZA, VICTORINO DE LA, DR. 1528",1528,Belgrano,Comuna 13,1428.0,C1428CBN
2019-01-08,179483,2018,0.0,Albañilería,-58.451734,-34.550506,"PLAZA, VICTORINO DE LA, DR. 1528",1528,Belgrano,Comuna 13,1428.0,C1428CBN
2019-05-07,199903,2019,0.0,Albañilería,-58.451734,-34.550506,"PLAZA, VICTORINO DE LA, DR. 1528",1528,Belgrano,Comuna 13,1428.0,C1428CBN
2019-05-23,204295,2019,0.0,Albañilería,-58.451734,-34.550506,"PLAZA, VICTORINO DE LA, DR. 1528",1528,Belgrano,Comuna 13,1428.0,C1428CBN
2019-04-22,196820,2019,0.0,Otros,-58.46805300000001,-34.584449,PLAZA 810,810,Villa Ortúzar,Comuna 15,1427.0,C1427CVD
2019-06-03,201299,2019,0.0,Otros,-58.46805300000001,-34.584449,PLAZA 810,810,Villa Ortúzar,Comuna 15,1427.0,C1427CVD
2019-04-15,197018,2019,0.0,Otros,-58.489792,-34.549755,PLAZA 4583,4583,Saavedra,Comuna 12,1430.0,C1430DJE
2019-02-19,177625,2018,0.0,Otros,-58.487947,-34.552373,PLAZA 4223,4223,Saavedra,Comuna 12,1430.0,C1430DIY
2019-05-08,187975,2019,0.0,Otros,-58.487947,-34.552373,PLAZA 4223,4223,Saavedra,Comuna 12,1430.0,C1430DIY
2019-02-25,186949,2019,0.0,Otros,-58.479089,-34.565189000000004,PLAZA 2825,2825,Villa Urquiza,Comuna 12,1430.0,C1430DHE
2019-04-24,189310,2019,0.0,Otros,-58.479089,-34.565189000000004,PLAZA 2825,2825,Villa Urquiza,Comuna 12,1430.0,C1430DHE
